,time stamp,acceleration,yaw get_transform,yaw2,input_acceleration,speed,steering angle
0,0.10000000000000002,0.0,89.77515411376953,3.1376712322235107,0.20535667405715818,1.029000163078308,-3.8326842854985443e-07
1,0.2000000000000001,0.0,89.77515411376953,3.1376712322235107,-0.02705203448082516,1.9810428619384766,-3.456215608821367e-06
2,0.30000000000000016,0.0,89.77515411376953,3.1376712322235107,-0.22883017008678075,0.3057644367218133,-3.456215608821367e-06
3,0.40000000000000024,0.0,89.77515411376953,3.1376712322235107,-0.40589038972923386,0.06232275441299746,-3.456215608821367e-06
4,0.5000000000000003,0.0,89.77515411376953,3.1376712322235107,-0.5626697162622385,0.09516359120607404,-3.456215608821367e-06
5,0.6000000000000004,0.0,89.77515411376953,3.1376712322235107,-0.6914927871027677,0.06474490463735537,-3.456215608821367e-06
6,0.7000000000000005,0.0,89.77515411376953,3.1376712322235107,-0.7721037381285416,0.03601648658523065,-3.456215608821367e-06
7,0.8000000000000006,0.0,89.77515411376953,3.1376712322235107,-0.8212242522149402,0.018238948658110897,-3.456215608821367e-06
8,0.9000000000000007,0.0,89.77515411376953,3.1376712322235107,-0.8458253043131421,0.008744024671782908,-3.456215608821367e-06
9,1.0050000000000006,0.0,89.77515411376953,3.1376712322235107,-0.8484180436050979,0.003889012151630002,-3.456215608821367e-06
10,1.1099999999999983,0.0,89.77515411376953,3.1376712322235107,-0.830625314737969,0.0016811561074697608,-3.456215608821367e-06
11,1.214999999999996,0.0,89.77515411376953,3.1376712322235107,-0.7934466517528065,0.0,-3.456215608821367e-06
12,1.3199999999999938,0.0,89.77515411376953,3.1376712322235107,-0.737839632598809,0.00030113695540227,-3.456215608821367e-06
13,1.4249999999999916,0.0,89.77515411376953,3.1376712322235107,-0.6645964381674572,0.00021764278073713614,-3.456215608821367e-06
14,1.5299999999999894,0.0,89.77515411376953,3.1376712322235107,-0.5746655046164135,0.00011956214449542885,-3.456215608821367e-06
15,1.6349999999999871,0.0,89.77515411376953,3.1376712322235107,-0.4691254097517029,9.179115528511033e-06,-3.456215608821367e-06
16,1.739999999999985,0.0,89.77515411376953,3.1376712322235107,-0.34902423091373846,2.7894974461334247e-05,-3.456215608821367e-06
17,1.8449999999999827,0.0,89.77515411376953,3.1376712322235107,-0.21531643998517835,2.2368431300901945e-05,-3.456215608821367e-06
