,time stamp,acceleration,yaw get_transform,yaw2,input_acceleration,speed
0,0.10000000000000002,0.0,89.77515411376953,3.1376712322235107,0.20535667405715818,1.029000163078308
1,0.2000000000000001,0.0,89.77515411376953,3.1376712322235107,-0.02705203448082516,1.9810428619384766
2,0.30000000000000016,0.0,89.77515411376953,3.1376712322235107,-0.22883017008678075,0.3057644367218133
3,0.40000000000000024,0.0,89.77515411376953,3.1376712322235107,-0.40589038972923386,0.06232275441299746
4,0.5000000000000003,0.0,89.77515411376953,3.1376712322235107,-0.5626697162622385,0.09516359120607404
5,0.6000000000000004,0.0,89.77515411376953,3.1376712322235107,-0.6914927871027677,0.06474490463735537
6,0.7000000000000005,0.0,89.77515411376953,3.1376712322235107,-0.7721037381285416,0.03601648658523065
7,0.8000000000000006,0.0,89.77515411376953,3.1376712322235107,-0.8212242522149402,0.018238948658110897
8,0.9000000000000007,0.0,89.77515411376953,3.1376712322235107,-0.8458253043131421,0.008744024671782908
9,1.0050000000000006,0.0,89.77515411376953,3.1376712322235107,-0.8484180436050979,0.003889012151630002
10,1.1099999999999983,0.0,89.77515411376953,3.1376712322235107,-0.830625314737969,0.0016811561074697608
11,1.214999999999996,0.0,89.77515411376953,3.1376712322235107,-0.7934466517528065,0.0
12,1.3199999999999938,0.0,89.77515411376953,3.1376712322235107,-0.737839632598809,0.00030113695540227
13,1.4249999999999916,0.0,89.77515411376953,3.1376712322235107,-0.6645964381674572,0.00021764278073713614
14,1.5299999999999894,0.0,89.77515411376953,3.1376712322235107,-0.5746655046164135,0.00011956214449542885
15,1.6349999999999871,0.0,89.77515411376953,3.1376712322235107,-0.4691254097517029,9.179115528511033e-06
16,1.739999999999985,0.0,89.77515411376953,3.1376712322235107,-0.34902423091373846,2.7894974461334247e-05
17,1.8449999999999827,0.0,89.77515411376953,3.1376712322235107,-0.21531643998517835,2.2368431300901945e-05
18,1.9499999999999804,0.0,89.77515411376953,3.1376712322235107,-0.06886363449020794,1.096725960169381e-05
19,2.0549999999999784,0.0,89.77515411376953,3.1376712322235107,0.08955767511548252,2.821108639454185e-06
20,2.159999999999976,0.0,89.77515411376953,3.1376712322235107,0.25924337339262427,3.276341917459597e-06
21,2.264999999999974,0.0,89.77515411376953,3.1376712322235107,0.4367676111233221,3.0568595092560313e-06
22,2.3699999999999717,0.0,89.77515411376953,3.1376712322235107,0.6128421921866629,2.7848834396321593e-06
23,2.4749999999999694,0.0,89.77515411376953,3.1376712322235107,0.7744518037554673,1.1452491731411695e-06
24,2.579999999999967,0.0,89.77515411376953,3.1376712322235107,0.9019018553549472,2.1525439670822508e-06
25,2.684999999999965,0.0,89.77515411376953,3.1376712322235107,0.9816401480399854,2.551391075935382e-06
26,2.7899999999999627,0.6399950981140137,89.77515411376953,3.1376712322235107,0.9999999996555997,0.002751597285995582
27,2.8949999999999605,8.67833137512207,89.77499389648438,3.1376559734344482,0.9999999997604372,1.399426521401115
28,2.9999999999999583,6.775948524475098,89.77493286132812,3.1376712322235107,0.9999999999974298,2.1600713231761497
29,3.104999999999956,6.458502769470215,89.77493286132812,3.1376712322235107,0.9999999999751488,2.8331507670740566
30,3.209999999999954,6.778883457183838,89.77493286132812,3.1376559734344482,0.9999999999757476,3.5261158867541753
31,3.3149999999999515,7.25985050201416,89.77493286132812,3.1376559734344482,0.999999999977238,4.256156340180191
32,3.4199999999999493,7.422015190124512,89.77493286132812,3.1376559734344482,0.9999999999873703,5.009760355185406
33,3.524999999999947,7.423664569854736,89.77493286132812,3.1376559734344482,0.9999999999889473,5.7759114899781
34,3.629999999999945,7.264729022979736,89.77493286132812,3.1376712322235107,0.9999999999742013,6.551047730256401
35,3.7349999999999426,4.058273792266846,89.77491760253906,3.1376559734344482,0.9999999999941891,6.95291678260124
36,3.8399999999999403,11.08847427368164,89.7749252319336,3.1376712322235107,0.9999999999521247,7.608884773752688
37,3.944999999999938,8.705385208129883,89.77483367919922,3.1376559734344482,0.9999999998676272,8.63070937480491
38,4.049999999999936,7.43149471282959,89.7748031616211,3.1376559734344482,0.9999999999930462,9.493703541786113
39,4.154999999999934,-0.09929865598678589,89.77484130859375,3.1376712322235107,0.9999999999509586,9.829325099277415
40,4.259999999999931,9.17075252532959,89.77489471435547,3.1376712322235107,0.9999999999180249,10.481202749509135
41,4.364999999999929,6.94034481048584,89.77487182617188,3.1376559734344482,0.9999999999699332,11.313875548650495
42,4.469999999999927,6.301384925842285,89.77486419677734,3.1376559734344482,0.9999999999937745,12.00620934321359
43,4.574999999999925,0.20933043956756592,89.77491760253906,3.1376559734344482,0.9999999999067624,12.214919727448239
44,4.6799999999999224,5.960170745849609,89.77496337890625,3.1376712322235107,0.9999999999968678,12.706074379138775
45,4.78499999999992,5.485037326812744,89.77493286132812,3.1376559734344482,0.9999999999963307,13.291045540485516
46,4.889999999999918,5.005737781524658,89.77493286132812,3.1376559734344482,0.9999999999924309,13.817462565477552
47,4.994999999999916,4.68499231338501,89.77493286132812,3.1376712322235107,0.9999999999953153,14.319283178857036
48,5.0999999999999135,4.68385648727417,89.77493286132812,3.1376559734344482,0.9999999998077622,14.810959475645383
49,5.204999999999911,4.52308464050293,89.7749252319336,3.1376712322235107,0.9999999999182008,15.298649380995796
50,5.309999999999909,4.682929992675781,89.77491760253906,3.1376559734344482,0.9999999999815767,15.784989835111123
51,5.414999999999907,-0.12474828958511353,89.77498626708984,3.1376559734344482,0.9999999999085909,15.943798816599307
52,5.5199999999999045,4.989919185638428,89.77503204345703,3.1376712322235107,0.9999999999938329,16.327655695948867
